word,gold_segmentation,gold_root_heuristic,stemmer_output,exact_match
দেখিয়েছেন,"দেখ+িয়ে+ছ+েন, দেখ+িয়ে+ছ+ে+ন",দেখ,দেখ,True
দেবীনগর,দেব+ী+নগর,দেব,দেবীনগর,False
দেহব্যবসায়,দেহ+ব্যবসা+য়,দেহ,দেহব্যবসায়,False
দেনা,দেনা,দেনা,দেনা,True
দেওয়া,দেওয়া,দেওয়া,দেওয়া,True
দেওয়াই,দেওয়া+ই,দেওয়া,দেওয়া,True
দেওয়াও,দেওয়া+ও,দেওয়া,দেওয়াও,False
দেওয়ার,দেওয়া+র,দেওয়া,দেওয়া,True
দেওয়াটাকে,দেওয়া+টা+কে,দেওয়া,দেওয়া,True
দেশে,দেশ+ে,দেশ,দেশ,True
দেশের,দেশ+ের,দেশ,দেশ,True
দেশত্যাগের,দেশ+ত্যাগ+ের,দেশ,দেশত্যাগ,False
দেশব্যাপীই,দেশ+ব্যাপী+ই,দেশ,দেশব্যাপী,False
দেশপ্রেমিক,দেশ+প্রেম+িক,দেশ,দেশপ্রেমিক,False
দেশপ্রেমহীন,দেশ+প্রেম+হীন,দেশ,দেশপ্রেমহীন,False
দেউলিয়াত্ব,দেউলিয়া+ত্ব,দেউলিয়া,দেউলিয়াত্ব,False
দিঘি,দিঘি,দিঘি,দিঘি,True
দিবা,দিবা,দিবা,দিবা,True
দিল্লিভিত্তিক,দিল্লি+ভিত্তি+ক,দিল্লি,দিল্লিভিত্তিক,False
দিনগুলোয়,দিন+গুলো+য়,দিন,দিনগুলোয়,False
দিনকে,দিন+কে,দিন,দিন,True
দিনমজুররা,দিন+মজুর+রা,দিন,দিনমজুর,False
দিনরাত,দিন+রাত,দিন,দিনরাত,False
দিনটির,দিন+টির,দিন,দিন,True
দিয়েছিল,"দিয়ে+ছ+িল, দিয়ে+ছি+ল",দিয়ে,দিয়,False
দখলে,দখল+ে,দখল,দখল,True
দণ্ডসুদ,দণ্ড+সুদ,দণ্ড,দণ্ডসুদ,False
দণ্ডবিধি,দণ্ড+বিধি,দণ্ড,দণ্ডবিধি,False
দোষের,দোষ+ের,দোষ,দোষ,True
দোকানসংলগ্ন,দোকান+সংলগ্ন,দোকান,দোকানসংলগ্ন,False
দোকানদারকে,দোকান+দার+কে,দোকান,দোকানদা,False
দোকানদাররা,দোকান+দার+রা,দোকান,দোকানদা,False
দৃঢ়চেতা,দৃঢ়+চেতা,দৃঢ়,দৃঢ়চেতা,False
দৃশ্যও,দৃশ্য+ও,দৃশ্য,দৃশ্য,True
দত্তপাড়ার,দত্ত+পাড়া+র,দত্ত,দত্তপাড়া,False
দুভাগে,দু+ভাগ+ে,দু,দুভাগ,False
দুষ্টচক্র,দুষ্ট+চক্র,দুষ্ট,দুষ্টচক্র,False
দুজনও,দু+জন+ও,দু,দুজন,False
দুখ,দুখ,দুখ,দুখ,True
দুসংবাদে,দু+সংবাদ+ে,দু,দুসংবাদ,False
দুস্বপ্নের,দু+স্বপ্ন+ের,দু,দুস্বপ্ন,False
দুই,দু+ই,দু,দুই,False
দুইজনই,দু+ই+জন+ই,দু,দুইজনই,False
দুলেছে,দুল+ে+ছ+ে,দুল,দুল,True
দুলিয়ে,দুল+িয়ে,দুল,দুলা,False
দুপুরে,দুপুর+ে,দুপুর,দুপুর,True
দুর্ঘটনা,দুর্+ঘটন+া,ঘটন,ঘটনা,False
দুর্গ,দুর্গ,দুর্গ,গ,False
দুর্নীর্তিবাজ,দুর্+নীর্তি+বাজ,নীর্তি,নীর্তিবাজ,False
দুশ্চিন্তাগ্রস্ত,দুশ্+চিন্তা+গ্রস্ত,দুশ্,চিন্তাগ্রস্ত,False
দুটিসহ,দুটি+সহ,দুটি,দুটিসহ,False
দুটিরই,দুটি+র+ই,দুটি,দুটি,True
দূরত্বভেদে,দূর+ত্ব+ভেদ+ে,দূর,দূরত্বভেদ,False
দূরই,দূর+ই,দূর,দূর,True
দলিল,দলিল,দলিল,দলিল,True
দলসমূহ,দল+সমূহ,দল,দলসমূহ,False
দলকেই,দল+কে+ই,দল,দল,True
দলমত,দল+মত,দল,দলমত,False
দলনেতাকে,দল+নেতা+কে,দল,দলনেতা,False
দলনেতাকেই,দল+নেতা+কে+ই,দল,দলনেতা,False
দলও,দল+ও,দল,দল,True
দলটিরই,দল+টি+র+ই,দল,দল,True
দম্পতি,দম্পতি,দম্পতি,দম্পতি,True
দরজাটি,দরজা+টি,দরজা,দরজা,True
দরদ,দরদ,দরদ,দরদ,True
দরদাতারা,দর+দাতা+রা,দর,দরদাতা,False
দর্শানোর,দর্শানো+র,দর্শানো,দর্শানোর,False
দয়ালকে,দয়াল+কে,দয়াল,দয়াল,True
দ্বীপপুঞ্জে,দ্বীপ+পুঞ্জ+ে,দ্বীপ,দ্বীপপুঞ্জ,False
দ্বারপ্রান্তে,দ্বার+প্রান্ত+ে,দ্বার,দ্বারপ্রান্,False
দ্বিতীয়টিতে,দ্বিতীয়+টি+তে,দ্বিতীয়,দ্বিতীয়,True
দ্বিতীয়,দ্বিতীয়,দ্বিতীয়,দ্বিতীয়,True
দ্বন্দ্বটা,দ্বন্দ্ব+টা,দ্বন্দ্ব,দ্বন্দ্ব,True
দ্রুততায়,দ্রুত+তা+য়,দ্রুত,দ্রুততায়,False
দ্রুতগতিতে,দ্রুত+গতি+তে,দ্রুত,দ্রুতগতি,False
দ্রুতগতির,দ্রুত+গতি+র,দ্রুত,দ্রুতগতি,False
এজেন্ডাগুলোর,এজেন্ডা+গুলো+র,এজেন্ডা,এজেন্ডা,True
এখানে,এ+খান+ে,এ,এখান,False
এখতিয়ারে,এখতিয়ার+ে,এখতিয়ার,এখতিয়া,False
এসবকে,এ+সব+কে,এ,এসব,False
এতিম,এতিম,এতিম,এতিম,True
এতদিন,এত+দিন,এত,এতদিন,False
এতদঞ্চলে,এতদ+ঞ্চল+ে,এতদ,এতদঞ্চল,False
এগোনো,এগো+নো,এগো,এগোনো,False
এগুলোর,এ+গুলো+র,এ,এই,False
একধাপ,এক+ধাপ,এক,একধাপ,False
একেকটা,"1 এক+েক+টা, এক+এক+টা",1 এক,একেক,False
একসঙ্গে,এক+সঙ্গ+ে,এক,একসঙ্গ,False
একত্রিশবার,এক+ত্রিশ+বার,এক,একত্রিশবা,False
একুশে,একুশ+ে,একুশ,একুশ,True
একবার,এক+বার,এক,একবা,False
এককথায়,এক+কথা+য়,এক,এককথায়,False
একলাম্পশিয়া,একলাম্পশিয়া,একলাম্পশিয়া,একলাম্পশিয়া,True
একমত,এক+মত,এক,একমত,False
একমঞ্চে,এক+মঞ্চ+ে,এক,একমঞ্চ,False
একশ,একশ,একশ,একশ,True
একটানা,এক+টানা,এক,একটানা,False
এলাকাবাসীও,এলাকা+বাস+ী+ও,এলাকা,এলাকাবাসী,False
এলাকাও,এলাকা+ও,এলাকা,এলাকা,True
এমনিতে,এমনি+তে,এমনি,এমনি,True
এমপিদের,এমপি+দের,এমপি,এমপি,True
এমটি,এমটি,এমটি,এম,False
এনার্জি,এনার্জি,এনার্জি,এনার্জি,True
এনার্জিকে,এনার্জি+কে,এনার্জি,এনার্জি,True
এন্ট্রি,এন্ট্রি,এন্ট্রি,এন্ট্রি,True
এপ্রিলে,এপ্রিল+ে,এপ্রিল,এপ্রিল,True
এটাসেটা,এটা+সেটা,এটা,এটাসেটা,False
এটিকেই,এ+টি+কে+ই,এ,এটি,False
এয়ারপোর্টের,এয়ার+পোর্ট+ের,এয়ার,এয়ারপোর্ট,False
থাকেনি,থাক+ে+নি,থাক,থাকেনি,False
থাকিবে,"থাক+িব+ে, থাক+ি+ব+ে",থাক,থাকিব,False
থাকব,থাক+ব,থাক,থাকব,False
থাকলেও,থাক+লে+ও,থাক,থাকল,False
থেকেইবা,থেকে+ই+বা,থেকে,থেকেইবা,False
থেরাপিস্টসহ,থেরাপি+স্ট+সহ,থেরাপি,থেরাপিস্টসহ,False
গীত,গীত,গীত,গীত,True
গায়িকা,গায়িকা,গায়িকা,গায়িকা,True
গাড়িগুলো,গাড়ি+গুলো,গাড়ি,গাড়ি,True
গভীরে,গভীর+ে,গভীর,গভীর,True
গভর্নরের,গভর্নর+ের,গভর্নর,গভর্নর,True
গেছেই,"গে+ছে+ই, গে+ছ+ে+ই",গে,গেছ,False
গেইট,গেইট,গেইট,গেইট,True
গেলাম,গে+ল+াম,গে,গেল,False
গেরিলা,গেরিলা,গেরিলা,গেরিলা,True
গণধর্ষণ,গণ+ধর্ষণ,গণ,গণধর্ষণ,False
গণিত,গণিত,গণিত,গণিত,True
গণিতকে,গণিত+কে,গণিত,গণিত,True
গণসংযোগ,গণ+সংযোগ,গণ,গণসংযোগ,False
গণতন্ত্রায়ন,গণ+তন্ত্র+ায়ন,গণ,গণতন্ত্রায়ন,False
গণবিপন্নতা,গণ+বিপন্ন+তা,গণ,গণবিপন্নতা,False
গণমাধ্যমগুলোকে,গণ+মাধ্যম+গুলো+কে,গণ,গণমাধ্যম,False
